HVQ_039_01_000038	Điều quan trọng là chúng ta đồng ủy với nhau, ràng buộc là một đề tài dạng nghiên cứu, và cân trọng lập trường để nghiên cứu.
HVQ_039_01_000039	Công trình nghiên cứu của các đồng chí phục vụ được gì cho cuốn Lịch sử Việt Nam thì rất tốt.
HVQ_039_01_000040	Như răng em ràng khóng đề.
HVQ_039_01_000041	Nếu hiện nay, vì nhiều lẽ, chúng ta chưa có nền hiện đủ cho cuộc sống này, không sao, vì đây là một công trình nghiên cứu lâu dài, và trong những năm sắp tới chúng ta mong sẽ có nền hiện, rồi trong một thời gian dài hơn nữa, chúng ta sẽ càng có nền hiện tốt hơn.
HVQ_039_01_000042	Vì sao mà tất cả chúng ta đều nhát trí là phải tập trung vào nền nghiên cứu cái thời gian lịch sử này của chúng ta?
HVQ_039_01_000043	Bởi vì như trong báo cáo của anh Thông có nói, đây là những vấn đề có liên quan đến nguồn gốc của người dân Việt Nam ta, của xã hội chúng ta, cái nguồn gốc đó có liên quan đến sự biến đổi của lịch sử chúng ta trong mỗi chức năng năm nay cho đến bây giờ.
HVQ_039_01_000044	Và như vậy nó liên quan gì * Những đầu đề nào là của chúng tôi (Viện Khảo cổ học).
HVQ_039_01_000045	BÀI NÓI TẠI HỘI NGHỊ KHẢO CỔ HỌC... Đến tương lai của dân tộc ta, của thế hệ chúng ta và các thế hệ mai sau.
HVQ_039_01_000046	Đó là một điểm, và chỉ riêng điểm này cũng dành cho chúng ta tập trung vào nền nghiên cứu.
HVQ_039_01_000047	Đồng thời, nghiên cứu về giải đáp lịch sử này, nếu chúng ta làm tốt học là có những tài liệu đáng, có thể chúng ta đã được vào đây để tìm ra một đôi ánh sáng về những vấn đề có ký quan trọng, các ký tổ tiên mà hiện nay trên thế giới ai cũng phải coi trọng, đó là văn đề phong trào xuất hiện A. Đim thú ba, là nghiên cứu về thời gian lịch sử Hùng Vương có thể giúp chúng ta phát hiện và giải quyết những vấn đề quan trọng về con người, về sự xuất hiện và quá trình phát triển của con người trên vùng đất này.
HVQ_039_01_000048	Phát hiện linh vật sinh trưng của tổ tiên ta trên vùng này của miền Bắc và miền nào của miền Trung là những vùng đất dải trùm vào con đường lưới thông chác chác, là rất quan trọng tại Bắc đến năm học tới năm đến Bắc, tới Đông.
HVQ_039_01_000049	Vì lẽ đó mà chúng đày, nên khảo cổ học của chúng ta phát hiện và giải quyết được những vấn đề có liên quan đến sử xuất hiện và quá trình phát triển của con người, thì sẽ có ảnh hưởng đến việc nghiên cứu sử phát triển của con người và nội dung khác.
HVQ_039_01_000050	Như vậy là chúng ta đúng trước những vấn đề rát lớn, rát nhỏ, không nên có liên quan đến dân tộc Việt Nam ta mà liên quan đến nhiều dân tộc & Đông Nam châu Á.
HVQ_039_01_000051	Cho nên, vì tất cả những lời đó, tôi nghĩ rằng nghiên cứu cái thời gian này là một việc có ý nghĩa rất quan trọng mà chưa ai đánh giá được hết ý nghĩa của những kết quả thu được.
HVQ_039_01_000052	Nhưng phải thấy ngày mà điều là lỗ lũng của chúng ta có hạn, bao giờ cũng có hạn, và trình độ của chúng ta tất nhiên chưa có bao nhiêu, cho nên dùng thẩm.
HVQ_039_01_000053	Và lúc nào cũng vây, bất cứ đối với ai cũng vây.
HVQ_039_01_000054	Mười năm về sau, mãi chức năm về sau, vì nghiên cứu khoa học là như thế: bao giờ cũng phi tập trung lực lượng.
HVQ_039_01_000055	Dù rạng sau này lực lượng chúng ta có lên hơn, thời gian có rộng ra i hơn, thì lúc bây giờ cũng phi tập trung, cho nên cái tội kỳ dày là phân tán lực lượng.
HVQ_039_01_000056	Tập trung như thế nào?
HVQ_039_01_000057	đây tôi không có uy tín cứ thể được.
HVQ_039_01_000058	Tôi nghĩ rằng các đồng chí có trách nhiệm Viện Khảo cổ học, và các đồng chí ủy bản Khoa học xã hội phải giúp Viện, bản thân chúng ta phải dày công nghiên cứu, suy nghĩ, thảo luận để có chương trình tốt trong việc nghiên cứu khoa học.
HVQ_039_01_000059	Đề ra những mục tiêu phản đạt trong tùng thời gian rồi tập trung lực lượng làm.
HVQ_039_01_000060	Điều này khó lắm.
HVQ_039_01_000061	Và rồi anh Thông có đề ra máy ủy kì.
HVQ_039_01_000062	Tôi nghĩ đề ra như vậy cũng rất lớn quá.
HVQ_039_01_000063	Nhưng rồi tôi tập trung lại lên gì thì tôi không trả lời được.
HVQ_039_01_000064	Các đồng chí suy nghĩ thêm, vậy thì là không nên phân tán.
HVQ_039_01_000065	Bất cứ làm việc gì, tập trung lại là cái ủy mà máy năm nay tôi thường nói chuyện với các đồng chí ủy bản Khoa học xã hội Việt Nam.
HVQ_039_01_000066	Các đồng chí hình như cũng thấy như vậy là đúng và cũng có quan trắc cái ủy ấy trong hiện nay này, và như vậy thì rất tốt.
HVQ_039_01_000067	Còn đối với vậy mà này thì khó hơn, muốn có kết quả trong mắt thì gian nhặt đinh thì phải đề ra mức tiêu chuẩn đầu và tự đó, phải tập trung lại lên lý.
HVQ_039_01_000068	Đây rõ ràng là các đồng chí đồng viên đủ nhiều đồng chí các ngành khác nhau cùng nghiệm cứ một tài.
HVQ_039_01_000069	Nhưng Hùng Vương Dũng Nước (I) là đồng chí các ngành khác có nhiệt tình tham gia như vậy là rất tốt.
HVQ_039_01_000070	Sau này ta càng đồng viên lại của nhiều người cùng nhau góp sức, góp tài.
HVQ_039_01_000071	Nhưng tới nào ngành gì mà chúng ta đối hỏi nó phải đưa ra những mục tiêu phản ánh cho thời gian, đó là ngành khảo cổ học.
HVQ_039_01_000072	Để tài liệu mà chúng ta nghiên cứu, nhưng câu hỏi mà chúng ta đề ra, tất cả những cái này phản lại thực phạm phạm vi trách nhiệm của ngành khảo cổ học, vì một lý rất đơn giản là ta nghiên cứu về một thời gian lịch sử mà không thấy nào trong sách v. Sách vở này chứa các đoạn chi... có những sách mà ta chuẩn bị trong đó có những chuyện nói đến đề tài của chúng ta.
HVQ_039_01_000073	Nhưng tôi chắc chắn có bao nhiêu!
HVQ_039_01_000074	Còn về tài liệu mà chúng ta có thể tìm hiểu trong dân gian thì
HVQ_039_01_000075	có khả năng và có thể có những khả năng tốt, quý báu.
HVQ_039_01_000076	Các ngành có liên quan như dân tộc học, nhân chủng học, ngôn ngữ học và các ngành khoa học xã hội khác tất nhiên phải hết sức khai thác tất cả khả năng của ngành này, xem nó có thể mang lại cho chúng ta những gì.
HVQ_039_01_000077	Tôi nói có thể có nhưng cái rất hay, rất quý, nhưng cũng chẳng nào thôi.
HVQ_039_01_000078	Như vậy thì sẽ giải quyết như vậy mà chúng ta muốn giải quyết về cái thời gian lịch sử mấy nghìn năm đó thì chỉ còn một nguồn gốc, là những di tích và những người xưa trên đất này đã để lại, chôn vùi đùi đất.
HVQ_039_01_000079	Phải nói lời này dù nó rất thô sơ, thì chúng ta đánh giá một cách cổ bản, rất đúng mức, tầm quan trọng của khảo cổ học.
HVQ_039_01_000080	Nói như vậy thì các đồng chí của Viện Khảo cổ học, Ủy ban Khoa học xã hội và tất cả chúng ta, trong đó có tôi nữa, thì có gắng hết sức mang khả năng cộng minh xây dựng và giúp phát triển nhanh chóng nào tốt hơn, lẫn lưng khảo cổ học của chúng ta, mà chủ yếu là lực lượng con người, khả năng cán bộ và đồng thời
HVQ_039_01_000081	Phải trang bị cho ngành khảo cổ học, nhưng chúng ta không có trang bị đến mức nào rồi mới làm.
HVQ_039_01_000081	Xây dựng lực lượng của chúng ta là một dạng đi ngược cán bộ. Chúng ta chỉ có thể làm việc tốt nhất, một cách đúng đắn nhất bằng cách vừa làm ra việc học.
HVQ_039_01_000082	Không có trường học nào tốt hơn là phán đoán nghiêm cử, tìm tòi, rồi trong quá trình đào tạo rèn luyện, đồng thì tạt nhiên phái tim nhưng cách khác đào tạo cán bộ. Tôi nhận thấy chuyện này, vì tuy tôi không hiểu rõ, nhưng chắc rằng đi ngược cán bộ chuyên về khảo cổ học của chúng ta chưa đủ.
HVQ_039_01_000083	Phát động chi đúc học chuẩn đạo và khảo cổ học.
HVQ_039_01_000084	Nói khoa học là trải qua một quá trình học đã rồi mới làm đúng.
HVQ_039_01_000085	Mặt nền của chúng ta là không học mà lại làm khoa học.
HVQ_039_01_000086	Ta không chịu, ta cũng làm, làm rồi mới giới đúng, nhưng phải biết rằng tay ngang mà làm thì làm chán nản vì việc không đâu.
HVQ_039_01_000087	Cho nên phải học thật sự, không học thì không làm được.
HVQ_039_01_000088	Cho là anh có tìm tòi, anh có nghiệm cũ, song có khi anh kết luận nhanh quá, vì lẽ anh « không sơ ... », cho nên anh muốn nói gì thì nói.
HVQ_039_01_000089	Không biết các đồng chí có đồng ủy với tôi không?
HVQ_039_01_000090	(Đồng ủy).
HVQ_039_01_000091	Trong khoa học, trong khoa học thì sao, vừa làm và học, mình không tự cho mình cách đó, vì không có trường học nào tốt hơn là làm.
HVQ_039_01_000092	Nhưng nếu không học thì cái làm này không thể đem lại kết quả tốt được và cũng phải biết là trình thí hiện nay, không có học là một bài nói tới hội nghị không có học. .. ngành này, vì thiền hà cũng là mình.
HVQ_039_01_000093	Trong thiên hà nhưng ông lớn, ông tổ của ngành này nói cái gì mình cũng không nén nghiện, cứ hát, để hiếu, để bít.
HVQ_039_01_000094	Nhưng dù có thể phùng.
HVQ_039_01_000095	Trong lúc này nếu không học, phong Tây chẳng có bao nhiêu.
HVQ_039_01_000096	Đối với người ta có thông minh, người ta có phương pháp khoa học chân chính, người ta cũng không thể lặng hệt được cái thể giới của con người vô tận phúc tạp. Duy vật biện chứng là đúng, và duy vật lịch sử đòi hỏi ta xuất phát từ thực tiến trong nội, từ nền dĩn biến trong nội.
HVQ_039_01_000097	Khoa học là xuất phát từ đó mà thu được kết quả tốt.
HVQ_039_01_000098	Khi nghiên cứu về lịch sử loài người, Mác xuất phát từ những bản thân, và quá trình phát triển của loài người châu Á và châu Âu.
HVQ_039_01_000099	Mác không quỳ đoán cái gì quá mức đâu, vì trong quá trình của mình, Mác đã nhận thấy không biết bao nhiêu lầm về tầm quan trọng của phong cách sinh xuất châu Á và Mác nói rằng đó là một phương thúc sinh xuất phụ bin các nền phong Đông.
HVQ_039_01_000100	Tuy vậy, nhiều người sau đó không phải thấy rõ cái ưu lợi rát đó của Mác.
HVQ_039_01_000101	Có người đi đến kẻ lũan rát chung, rát kháng đinh, là lịch sử của loài người đã trải qua các giai đoạn nào đó, phong kiến, tự bản, rồi xã hội … v.v. Tôi nói thèm điều này để ta thấy rằng ta phải học, phải biết sử tạm tắt các những tài liệu hiện có về khảo cổ học, nhưng không nén máy móc, không nén giáo dục.
HVQ_039_01_000102	Phải học, phải biết, phải hiểu.
HVQ_039_01_000103	Nếu ta vô trang cho ta tất cả các sự hiểu biết về khảo cổ học, nhưng hiểu biết chung về lịch sử, thì điều đó chỉ có tốt thôi.
HVQ_039_01_000104	Hơn nữa nhưng điều đó rất cần thiết.
HVQ_039_01_000105	Nếu làm khảo cổ học mà không vô trang cho mình sự hiểu biết hiện nay và trước đây, nếu đi ngũ cán bộ chúng ta khóng làm như vậy, thì không xứng đáng, không vững vàng.
HVQ_039_01_000106	Mác và Lê-nin có nói: anh muốn có công xã thì anh phải vô trang cho anh tất cả sự hiểu biết của loài người tới hiện nay.
HVQ_039_01_000107	Tất cả các ngành của chúng ta đều phải làm như vậy.
HVQ_039_01_000108	Và khảo cổ học là một ngành rất mỉ, rất khó, rất phức tạp, biểu hiện là người ta chưa có bao nhiêu, do vì những vấn đề lớn người ta cũng phải là đột ngột; trong tình trang như vậy, ta càng phải hiểu biết, để trong vấn đề của ta, ta có thể có ủy quyền.
HVQ_039_01_000109	Tôi nhận mình chuyện này là vì tôi rất sợ các đồng chí hiểu biết ít quá, học hơi ít quá, đang trực hiện tung gì cũng kết luận nhanh quá.
HVQ_039_01_000110	Cái đó không đúng, nguy hiểm các đồng chí à.
HVQ_039_01_000111	Các dòng chí ham viết, ham đánh bài lắm.
HVQ_039_01_000112	Bày gi ủy tín của Việt Nam rất lớn, ai cũng chú ý. Khi nói tôi muốn giúp anh em lại, nhưng mà anh làm khoa học để cho vững chắc, dạy tin cậy.
HVQ_039_01_000113	Đúng trúc nhưng văn đề lớn, mình không để cho ràng tôi giải quyết thì là chán chán hoàn toàn đúng.
HVQ_039_01_000114	Không nhát thiết đúng đâu.
HVQ_039_01_000115	Tôi như mình chờ này là vì sao?
HVQ_039_01_000116	Vì tôi nghiệp các đồng chí kêt luân mau quá, mau quá.
HVQ_039_01_000117	Và đại chung quy có một vạn đề là pháp.
HVQ_039_01_000118	Về một mặt nào đó, học thuyết Mác - Lênin là pháp pháp tự tùng, pháp giải quyết vấn đề.
HVQ_039_01_000119	Tất nhiên, phương pháp này là công cụ sắc bén nhất.
HVQ_039_01_000120	Có hơi quá nhạt, khoa học nhạt đề giải quyết nhưng văn đề của cách mạng.
HVQ_039_01_000121	Hiểu như vậy là đúng.
HVQ_039_01_000122	Nó coi học thuyết Mác - Lê-nin là một giáo dục thi không phải rồi.
HVQ_039_01_000123	Đằng nào vũ trang cho mình cái phương pháp đó, và dựng nó một cách đúng dần, thì Đảng đó thành công trong HÙNG VƯƠNG DỰNG NƯỚC (I) trong sự nghiệp cách mạng.
HVQ_039_01_000124	Như Đảng ta, ta có thể dám nói như vậy.
HVQ_039_01_000125	Ta vẫn đang học thuyết Mác - Lê-nin một cách đúng dần; là những năm gắn bó với chúng mình và những năm sắp tới cùng chúng mình như vậy.
HVQ_039_01_000126	Cũng như toàn bộ hoạt động của chúng ta, cũng vì vậy học của chúng ta phải thấm nhuần học thuyết Mác - Lê-nin, và dựng đúng đắn phương pháp của học thuyết Mác - Lê-nin.
HVQ_039_01_000127	Thêm một điều nữa: khảo cổ học là một khoa học, và nó là một khoa học chính xác.
HVQ_039_01_000128	Ngày nay nó đang dựng ngày càng nhiều nền phương pháp của khoa học tự nhiên và nghiên cứu.
HVQ_039_01_000129	Tôi nhận mình tầm quan trọng của khảo cổ học như vậy, vì đất nước ta có thể tàng trữ những di vật quý báu, khó mà đối với ta mà còn đưa cho nhiều người trên thế giới.
HVQ_039_01_000130	Như trên đã nói, bây giờ phải vừa làm, vừa học, vừa nghiêm cứu.
HVQ_039_01_000131	Không thể khoanh tay cho xây dựng đi nữa và phong trào tin nghiêm cứu khảo cổ học cho tất cả mọi người làm.
HVQ_039_01_000132	Nhưng di vật đối tượng là một kho tàng rât quý báu, vô giá.
HVQ_039_01_000133	Nếu để mắt đi thì không có cách gì bù lại đức nữa.
HVQ_039_01_000134	Cho nên lúc này động chi đi đến Tỉnh ủy Vĩnh Phú có nói điều rất quan trọng là làm thế nào bảo tồn cho đức nhưng di vật.
HVQ_039_01_000135	Nú không gì nó, có thể nó mát đi; mát thì hắt.
HVQ_039_01_000136	Trong chiến tranh, nhưng cái dã b phá hội khóng thì đánh giá hệt đúc.
HVQ_039_01_000137	Rồi dày sau khi chiến tranh kết thúc, chúng ta xây dựng cổ bản, chúng ta đào, cục, phá.
HVQ_039_01_000138	Có thể sư mạt mát rât tổ lón.
HVQ_039_01_000139	Phải tim mọi cách giữ gìn cho đức, bảo tồn cho đức.
HVQ_039_01_000140	Nếu không có cách khác thì cứ bảo tồn đức trong lòng đất cùng là tột.
HVQ_039_01_000141	Không phải cứ khai quật lên mình là tốt.
HVQ_039_01_000142	Đây, chúng ta đúng trước nội vấn đề rất khó.
HVQ_039_01_000143	Anh Thông, các đồng chí trong ủy ban Khoa học xã hội cùng với tôi sẽ nghiên cứu những phương pháp để bảo tồn di vật lịch sử. Chúng ta sẽ làm việc này một cách rành vặt, vì chẳng có ai để ủy thác và người ta sẽ không...
HVQ_039_01_000144	Người ta còn làm dòng, cần đào sông, còn làm dù mọi việc.
HVQ_039_01_000145	Và nói chung là hiện nay, những đồng chí làm các công việc khác khó đồng tình khi chúng ta đem khảo cổ học ra nói về người ta dùng làm như người ta đã định.
HVQ_039_01_000146	Đây là một vấn đề khá gay gắt, khá phức tạp.
HVQ_039_01_000147	Nhưng đâu sao phải gìn gìn đi vứt lạc s và còn phải gìn gìn lâu dài.
HVQ_039_01_000148	Tại sao thế?
HVQ_039_01_000149	Vì chúng ta chưa có sức làm được nhiều.
HVQ_039_01_000150	Trong trường hợp đó, tốt hơn là chúng ta nên để di vật dưới đất; lòng đất bảo di vật tốt.
HVQ_039_01_000151	Đem lên mà không nghiên cứu tột, bảo quan tớ thì khác nào như phá, như làm hư hỏng, làm mát mát đi.
HVQ_039_01_000152	Trong thời gian vừa qua, các đồng chí trong Đội Khảo cổ đã làm nhiều việc sai lầm, không thở nói hết đức.
HVQ_039_01_000153	Đáng lẽ phải đưa ra tòa án, các đồng chí ạ!
HVQ_039_01_000154	Nhưng vì lẽ này, lẽ nó mà bỏ qua.
HVQ_039_01_000155	Đành ràng buộc này trôi đi, chúng ta không làm như thế nào, nhưng làm cách nào để chống đức tham.
HVQ_039_01_000156	Chưa có đủ sức thì không nên vi phạm mà muốn khai quật chỗ này, khai quật chỗ kia.
HVQ_039_01_000157	Các đồng chí có đồng ý điều này không?
HVQ_039_01_000158	(Đồng ý).
HVQ_039_01_000159	Tôi nói dài chuyện này đến anh Thông chủ ủy, việc này khó gian dở, chúng ta phải giữ gìn đi vợt như thế nào, chúng ta sẽ nghiên cứu thêm.
HVQ_039_01_000160	Nhân có đồng chí Vĩnh Phú về địa ngh, tôi muốn nói rộng vùng của đồng chí có nhiều di tích tốt lành, phải làm thế nào giữ gìn cho BÀI NÓI TẠI HỘI NGHỊ KHẢO CỐ HỌC... 13 đúc.
HVQ_039_01_000161	Các đồng chí Vĩnh Phú phải xem mình như là « ông tử » (cười).
HVQ_039_01_000162	Ông tử không được phá mộ của ông bà.
HVQ_039_01_000163	Tôi nghĩ rằng đồng chí cần nói vì có đáy.
HVQ_039_01_000164	Còn việc thú hai là có một kho tàng nào rát quy.
HVQ_039_01_000165	Đó là di tích trong dân gian, như cái đinh, cái chùa, cái bia, một ít thu tịch; tìp đó là phong tục, tập quán, ngôn ngữ trong dân gian.
HVQ_039_01_000166	Cần phải nhận thấy rằng: kho tàng này chúng ta không được lấy.
HVQ_039_01_000167	Chúng ta cần tranh thủ thời gian để nghiên cứu.
HVQ_039_01_000168	Không thể nào giữ các phong tục, tập quán, di tích đó trong sinh hoạt lâu dài.
HVQ_039_01_000169	Tôi nghĩ rằng dù vài chức năm nữa, nhưng cái ấy có thể sắp mất hệt.
HVQ_039_01_000170	Về việc này thì không nên oán trách ai, và tất nhiên là việc đáng phán là.
HVQ_039_01_000171	Cái môi xuất hiện, nó sẽ thay thế cái cũ, nó lên mình và không ngừng phát huy tác dụng.
HVQ_039_01_000172	Rừng cái đèn, cái chùa, nếu có thể gìu gìn được thì chúng ta có gánh giữ lại chúng.
HVQ_039_01_000173	Nhưng đi vặt dạo đất còn gì được lâu hơn.
HVQ_039_01_000174	Cho nên các đồng chí làm việc nhàn, chúng học, dân tộc học, ngôn ngữ học nên tập trung nghiên cứu ngày nào cũng có trong dân gian.
HVQ_039_01_000175	PHẢI ĐOÀN KẾT VÀ LÀM VIỆC THEO KHOA HỌC là tập thể, là công trình của nhiều người, đòi hỏi sự đoàn kết, hợp tác theo tinh thần tập thể vì sự nghiêng chung của cách mạng, của khoa học.
HVQ_039_01_000176	Muốn thế, quyết phải chịu nghĩa cả nhân, bận v, hợp hồi, để cao tập thể, sao vô tự.
HVQ_039_01_000177	Không nói dại xã, trong giới các đồng chí làm khó cỡ, sao người không đồng lòng mà có một thời gian dần diễn ra nhưng xã hội, không đoàn kết với nhau, không hợp tác với nhau.
HVQ_039_01_000178	Trái lại, có một vài người còn cộng kích nhau, thậm chí đối đãi vì nhau như thù địch.
HVQ_039_01_000179	Tại sao lại như vậy?
HVQ_039_01_000180	Tôi không thể hiểu được, nghĩa là tôi không dựng thù địch!
HVQ_039_01_000181	Hôm nay, ở đây, chúng ta hợp nhau, ai nào cũng có gan, nhiều cùng nào tốt cùng ấy, để giúp cho các đồng chí khác.
HVQ_039_01_000182	Chúng ta quyết tạm chờ những điều nào mà không xứng đáng, nói cho đúng dạng là những điều này, để tạm cho sự nghiệp của chúng ta lên lên.
HVQ_039_01_000183	Không có lễ dàn tạc Việt Nam ta trong sự nghiệp chờ Mỹ, cử nực, từ năm đến Bc, mọi người đều đồng tâm lòng, mà chúng ta lại không đồng tâm lòng trong ngành khảo cổ học!
HVQ_039_01_000184	Khi đã khóng đoàn kết, dạ học vi nhau này thì t t không khóng thì không hợp tác với nhau để làm một công trình chung, mà thậm chí còn phá nhau, nói xấu nhau nữa!
HVQ_039_01_000185	Lúc bây giờ, chúng ta có thể làm gì nhúng việc xã hội không thì lưng đúc.
HVQ_039_01_000186	Gần đây tỉnh hình đoàn kết trong ngành khảo cổ học đã tốt hơn rất; tuy vậy, hôm nay tôi muốn nhận mình điêm này, vì giải quyết việc này thì những việc khác làm không khó.
HVQ_039_01_000187	Tất nhiên, tham gia công tác khoa học không được, nhưng chúng ta đồng tâm nghĩ thì làm gì được nếu không làm được.
HVQ_039_01_000188	Điều tôi nói về các đồng chí, các giới khoa học khác tôi cũng nói, vì HÙNG VƯƠNG DÚNG NƯỚC (I) I4 bát cú trong ngành khoa học nào, cũng như bát c trong hạt gì, đoàn kết hợp tác là nền tảng của thành công.
HVQ_039_01_000189	Giới trí thức của ta phải phản ánh đúng cái đẹp của dân tộc Việt Nam tới nay là đoàn kết, đùm bọc nhau, cùng nhau phán đoán.
HVQ_039_01_000190	Nếu như dân tộc Việt Nam ta tự khi còn nhớ cho đến bày gì mà không đoàn kết thì nó sẽ mất đi không biết bao nhiêu lần!
HVQ_039_01_000191	Dân tộc ta trong hoàn cảnh rất khó, nghèo, nhưng vẫn tồn tại.
HVQ_039_01_000192	Và không ngừng tồn tại, còn phát triển lên mình, vững vàng.
